token,tag,pos
ایران,NOUN,proper noun
افغانستان,NOUN,proper noun
کې,PRT,particle
څه,X,other
کوي,VERB,verb
؟,X,other
په,PRT,particle
دې,PRON,pronoun
رپوټ,NOUN,noun
کې,PRT,particle
د,X,other
افغانستان,NOUN,proper noun
اړوند,NOUN,proper noun
د,X,other
ایران,NOUN,proper noun
پر,PRT,particle
چلنلار,X,other
هم,ADP,adposition
خبرې,X,other
شوې,VERB,verb
:,PUNCT,punctuation
"""",PUNCT,punctuation
ایران,NOUN,proper noun
له,PRT,particle
طالبانو,NOUN,proper noun
سره,ADP,adposition
په,PRT,particle
ځیرکانه,X,other
ملاتړ,X,other
او,CONJ,coordinating conjunction
له,PRT,particle
افغان,NOUN,proper noun
حکومت,NOUN,noun
سره,ADP,adposition
د,X,other
اړیکو,X,other
د,X,other
پیاوړتیا,X,other
لپاره,X,other
په,PRT,particle
هڅو,X,other
سره,ADP,adposition
افغانستان,NOUN,proper noun
کې,PRT,particle
خپلې,X,other
موخې,X,other
تعقیبوي,X,other
ایران,NOUN,proper noun
له,PRT,particle
افغانستان,NOUN,proper noun
او,CONJ,coordinating conjunction
سیمې,CONJ,coordinating conjunction
د,X,other
امریکا,NOUN,proper noun
او,CONJ,coordinating conjunction
نورو,DET,determiner
ځواکونو,NOUN,noun
پر,PRT,particle
وتلو,VERB,verb
ټینګار,NOUN,noun
کوي,VERB,verb
.,PUNCT,punctuation
طالبانو,NOUN,proper noun
د,X,other
سې,X,other
شنبې,NOUN,noun
په,PRT,particle
ورځ,NOUN,noun
وویل,VERB,verb
،,PUNCT,punctuation
د,X,other
افغانستان,NOUN,proper noun
لپاره,X,other
د,X,other
ایران,NOUN,proper noun
ځانګړی,X,other
استازی,ADJ,adjective
محمد,NOUN,proper noun
ابراهیم,NOUN,noun
طاهریان,X,other
قطر,NOUN,proper noun
ته,PRT,particle
ورغلی,PRON,pronoun
او,CONJ,coordinating conjunction
هلته,CONJ,coordinating conjunction
یې,ADP,adposition
د,X,other
دې,PRON,pronoun
ډلې,PRON,pronoun
د,X,other
سیاسي,ADJ,adjective
دفتر,X,other
له,PRT,particle
مشرانو,X,other
سره,ADP,adposition
لیدلي,X,other
دي,VERB,verb
.,PUNCT,punctuation
په,PRT,particle
دا,DET,determiner
مهال,X,other
طالبانو,NOUN,proper noun
وویل,VERB,verb
،,PUNCT,punctuation
چې,PRT,particle
د,X,other
دې,PRON,pronoun
ډلې,PRON,pronoun
د,X,other
مرستیال,X,other
مشر,NOUN,noun
او,CONJ,coordinating conjunction
د,X,other
قطر,NOUN,proper noun
دفتر,NOUN,noun
مشر,NOUN,noun
ملا,NOUN,noun
برادر,NOUN,noun
د,X,other
امریکا,NOUN,proper noun
د,X,other
بهرنیو,X,other
چارو,X,other
وزیر,NOUN,noun
مایک,NOUN,proper noun
پمپیو,NOUN,proper noun
سره,ADP,adposition
ویډیويي,ADJ,adjective
خبرې,X,other
کړې,NOUN,noun
دي,VERB,verb
.,PUNCT,punctuation
د,X,other
امریکا,NOUN,proper noun
د,X,other
بهرنیو,X,other
چارو,X,other
وزارت,NOUN,noun
هم,ADP,adposition
د,X,other
سې,X,other
شنبې,NOUN,noun
په,PRT,particle
ورځ,NOUN,noun
وویل,VERB,verb
،,PUNCT,punctuation
ښاغلي,NOUN,noun
پمپیو,NOUN,proper noun
دې,PRON,pronoun
خبرو,PRON,pronoun
کې,PRT,particle
وویل,VERB,verb
،,PUNCT,punctuation
"""",PUNCT,punctuation
له,PRT,particle
طالبانو,NOUN,proper noun
هیله,X,other
دا,DET,determiner
ده,VERB,verb
چې,PRT,particle
پر,PRT,particle
خپلو,ADJ,adjective
ژمنو,X,other
ودرېږي,X,other
او,CONJ,coordinating conjunction
هغه,PRON,pronoun
هم,ADP,adposition
پر,PRT,particle
امریکايي,ADJ,adjective
ځواکونو,NOUN,noun
برید,NOUN,noun
نه,PRT,particle
کول,X,other
دي,VERB,verb
دوی,X,other
د,X,other
امریکا,NOUN,proper noun
او,CONJ,coordinating conjunction
طالبانو,NOUN,proper noun
پر,PRT,particle
تړون,X,other
غږېدلي,X,other
چې,PRT,particle
له,PRT,particle
مخې,X,other
یې,ADP,adposition
له,PRT,particle
افغانستان,NOUN,proper noun
امریکايي,ADJ,adjective
ځواکونو,NOUN,noun
وتل,X,other
پیل,NOUN,noun
کړي,VERB,verb
دي,VERB,verb
.,PUNCT,punctuation
امریکايي,ADJ,adjective
چارواکي,NOUN,noun
وايي,VERB,verb
،,PUNCT,punctuation
طالبان,NOUN,proper noun
د,X,other
امریکا,NOUN,proper noun
په,PRT,particle
مشرۍ,X,other
د,X,other
ټلوالې,X,other
پر,PRT,particle
ځواکونو,NOUN,noun
برید,NOUN,noun
نه,PRT,particle
کولو,X,other
ته,PRT,particle
ژمن,PRON,pronoun
پاتې,X,other
شوي,VERB,verb
دي,VERB,verb
.,PUNCT,punctuation
خو,CONJ,coordinating conjunction
طالبانو,NOUN,proper noun
د,X,other
افغان,NOUN,proper noun
ځواکونو,NOUN,noun
پرضد,X,other
تاوتریخوالی,PRT,particle
ډېر,ADJ,adjective
کړی,VERB,verb
چې,PRT,particle
ور,X,other
سره,ADP,adposition
د,X,other
بین,X,other
الافغاني,ADJ,adjective
خبرو,X,other
پیلېدل,X,other
هم,ADP,adposition
تر,ADP,adposition
سیوري,X,other
لاندې,ADP,adposition
راغلي,VERB,verb
دي,VERB,verb
.,PUNCT,punctuation
طالبان,NOUN,proper noun
او,CONJ,coordinating conjunction
روسیه,CONJ,coordinating conjunction
:,PUNCT,punctuation
له,PRT,particle
بلې,X,other
خوا,X,other
د,X,other
ډونلډ,X,other
ټرمپ,NOUN,proper noun
د,X,other
ملي,X,other
امنیت,NOUN,noun
سلاکار,X,other
رابرټ,NOUN,noun
اوبرایان,X,other
ویلي,VERB,verb
،,PUNCT,punctuation
که,PRT,particle
هغه,PRON,pronoun
رپوټ,NOUN,noun
تایید,NOUN,noun
شي,VERB,verb
چې,PRT,particle
روسیې,NOUN,proper noun
په,PRT,particle
افغانستان,NOUN,proper noun
کې,PRT,particle
د,X,other
امریکايي,ADJ,adjective
ځواکونو,NOUN,noun
د,X,other
وژلو,VERB,verb
لپاره,X,other
طالبانو,NOUN,proper noun
ته,PRT,particle
پیسې,PRON,pronoun
ور,X,other
کولې,NOUN,noun
،,PUNCT,punctuation
نو,X,other
امریکا,NOUN,proper noun
باید,X,other
پرېکند,X,other
ځواب,X,other
ور,NOUN,noun
کړي,VERB,verb
.,PUNCT,punctuation
نیویارک,PUNCT,punctuation
ټایمز,X,other
ورځپاڼې,X,other
وروستیو,X,other
کې,PRT,particle
رپوټ,NOUN,noun
کړه,VERB,verb
چې,PRT,particle
د,X,other
روسیې,NOUN,proper noun
د,X,other
پوځ,X,other
استخباراتو,NOUN,noun
له,PRT,particle
طالبانو,NOUN,proper noun
سره,ADP,adposition
ژمنه,NOUN,noun
کړې,X,other
وه,VERB,verb
چې,PRT,particle
افغانستان,NOUN,proper noun
کې,PRT,particle
د,X,other
هر,DET,determiner
امریکايي,ADJ,adjective
پوځي,X,other
د,X,other
وژلو,VERB,verb
بدل,X,other
کې,PRT,particle
به,PRT,particle
پیسې,PRT,particle
ور,X,other
کړي,VERB,verb
.,PUNCT,punctuation
د,X,other
دې,PRON,pronoun
ورځپاڼې,PRON,pronoun
د,X,other
سرچینو,X,other
په,PRT,particle
خبره,X,other
،,PUNCT,punctuation
دا,DET,determiner
سخت,ADJ,adjective
پټ,ADJ,adjective
مالومات,ADJ,adjective
سږنۍ,X,other
فبرورۍ,NOUN,noun
کې,PRT,particle
د,X,other
ولسمشر,NOUN,noun
ځانګړو,NOUN,noun
رپوټونو,NOUN,noun
کې,PRT,particle
ولیکل,X,other
شول,X,other
چې,PRT,particle
ولسمشر,NOUN,noun
ټرمپ,NOUN,proper noun
پرې,X,other
خبر,NOUN,noun
کړل,VERB,verb
شي,VERB,verb
،,PUNCT,punctuation
خو,CONJ,coordinating conjunction
هغه,PRON,pronoun
هیڅ,DET,determiner
غبرګون,DET,determiner
ونه,NOUN,noun
ښود,NOUN,noun
.,PUNCT,punctuation
خو,CONJ,coordinating conjunction
پخپله,CONJ,coordinating conjunction
ولسمشر,NOUN,noun
ټرمپ,NOUN,proper noun
وايي,VERB,verb
،,PUNCT,punctuation
په,PRT,particle
دې,PRON,pronoun
مالوماتو,PRON,pronoun
خبر,NOUN,noun
نه,PRT,particle
دی,VERB,verb
او,CONJ,coordinating conjunction
نیویارک,CONJ,coordinating conjunction
ټایمز,X,other
یې,ADP,adposition
هم,ADP,adposition
د,X,other
نوموړي,X,other
د,X,other
بدنامولو,X,other
لپاره,X,other
پر,PRT,particle
جعلي,X,other
داستان,ADJ,adjective
جوړولو,NOUN,noun
تورن,VERB,verb
کړی,VERB,verb
دی,VERB,verb
.*,PRON,pronoun
اسامه,X,other
ته,PRT,particle
د,X,other
شهید,X,other
خطاب,X,other
عمران,NOUN,noun
خان,X,other
په,PRT,particle
جنجال,X,other
اخته,ADJ,adjective
کړ,VERB,verb
*,NOUN,noun
شننه,X,other
:,PUNCT,punctuation
القاعده,NOUN,noun
امریکا,NOUN,proper noun
کې,PRT,particle
روانه,X,other
ناکراري,X,other
په,PRT,particle
خپله,X,other
ګټه,NOUN,noun
کارول,ADJ,adjective
غواړيد,VERB,VERB
ولسمشر,NOUN,noun
د,X,other
ملي,X,other
امنیت,NOUN,noun
سلاکار,X,other
د,X,other
چارشنبې,X,other
په,PRT,particle
ورځ,NOUN,noun
(,PUNCT,punctuation
د,X,other
جولای,X,other
۱,NUM,numeral
),PUNCT,punctuation
له,PRT,particle
رویټرز,X,other
سره,ADP,adposition
خبرو,X,other
کې,PRT,particle
وویل,VERB,verb
،,PUNCT,punctuation
د,X,other
استخباراتو,X,other
یوه,DET,determiner
مهم,DET,determiner
چارواکي,NOUN,noun
ولسمشر,NOUN,noun
ته,PRT,particle
په,PRT,particle
ګړني,X,other
یا,CONJ,coordinating conjunction
شفاهي,CONJ,coordinating conjunction
ډول,ADJ,adjective
له,PRT,particle
رپوټ,NOUN,noun
ور,NOUN,noun
کولو,NOUN,noun
ډډه,X,other
وکړه,NOUN,noun
،,PUNCT,punctuation
ځکه,CONJ,coordinating conjunction
د,X,other
دې,PRON,pronoun
اطلاعاتو,PRON,pronoun
پر,PRT,particle
سموالي,X,other
ډاډه,X,other
نه,PRT,particle
و,CONJ,coordinating conjunction
.,PUNCT,punctuation
نوموړي,PUNCT,punctuation
په,PRT,particle
دې,PRON,pronoun
هکله,PRON,pronoun
نور,X,other
څه,ADJ,adjective
ونه,X,other
ویل,VERB,verb
،,PUNCT,punctuation
خو,CONJ,coordinating conjunction
د,X,other
امریکا,NOUN,proper noun
د,X,other
بهرنیو,X,other
چارو,X,other
وزیر,NOUN,noun
مایک,NOUN,proper noun
پمپیو,NOUN,proper noun
ویلي,VERB,verb
،,PUNCT,punctuation
واشنګټن,X,other
د,X,other
افغانستان,NOUN,proper noun
په,PRT,particle
ګډون,X,other
د,X,other
خپل,ADJ,adjective
هېواد,ADJ,adjective
ځواکونو,NOUN,noun
ته,PRT,particle
هر,DET,determiner
ډول,ADJ,adjective
ګواښ,NOUN,noun
جدي,ADJ,adjective
ګڼي,ADJ,adjective
او,CONJ,coordinating conjunction
افغانستان,NOUN,proper noun
کې,PRT,particle
د,X,other
روسیې,NOUN,proper noun
د,X,other
رول,X,other
په,PRT,particle
هکله,X,other
یې,ADP,adposition
له,PRT,particle
مسکو,X,other
سره,ADP,adposition
ډېرې,X,other
سلا,X,other
مشورې,NOUN,noun
کړې,X,other
دي,VERB,verb
روسانو,X,other
تېرو,X,other
لسو,X,other
کلونو,NOUN,noun
کې,PRT,particle
داسې,X,other
وسلې,X,other
پلورلې,X,other
چې,PRT,particle
امریکايي,ADJ,adjective
ځواکونو,NOUN,noun
ژوند,NOUN,noun
یې,ADP,adposition
خطر,VERB,VERB
کې,PRT,particle
اچولي,X,other
او,CONJ,coordinating conjunction
موږ,CONJ,coordinating conjunction
د,X,other
دوی,X,other
له,PRT,particle
دې,PRON,pronoun
کار,NOUN,noun
سره,ADP,adposition
مخالف,X,other
یو,DET,determiner
.,PUNCT,punctuation
زه,PRON,pronoun
هر,DET,determiner
ځل,NOUN,noun
له,PRT,particle
دوی,X,other
سره,ADP,adposition
خبرې,X,other
کوم,VERB,verb
چې,PRT,particle
دا,DET,determiner
کار,NOUN,noun
باید,NOUN,noun
نور,X,other
ونه,ADJ,adjective
کړي,VERB,verb
د,X,other
امریکا,NOUN,proper noun
دفاع,X,other
وزارت,NOUN,noun
وایي,NOUN,noun
،,PUNCT,punctuation
پر,PRT,particle
۲۰۱۹,NUM,numeral
زېږیز,X,other
کال,NOUN,noun
افغانستان,NOUN,proper noun
کې,PRT,particle
۲۲,X,other
امریکايي,ADJ,adjective
پوځیان,X,other
وژل,VERB,verb
شوي,VERB,verb
او,CONJ,coordinating conjunction
د,X,other
نیویارک,X,other
ټایمز,X,other
سرچینې,X,other
دعوه,X,other
کوي,VERB,verb
چې,PRT,particle
لږ,ADJ,adjective
تر,ADP,adposition
لږه,ADJ,adjective
یو,DET,determiner
امریکايي,ADJ,adjective
سرتېري,X,other
د,X,other
روسیې,NOUN,proper noun
او,CONJ,coordinating conjunction
طالبانو,NOUN,proper noun
د,X,other
پټ,X,other
تړون,ADJ,adjective
نتیجه,NOUN,noun
کې,PRT,particle
وژل,VERB,verb
شوی,VERB,verb
دی,VERB,verb
.,PUNCT,punctuation
طالبانو,NOUN,proper noun
او,CONJ,coordinating conjunction
روسیې,NOUN,proper noun
دا,DET,determiner
تورونه,NOUN,noun
بې,X,other
بنسټه,X,other
بللي,X,other
دي,VERB,verb
.,PUNCT,punctuation
سپینې,PUNCT,punctuation
ماڼۍ,X,other
د,X,other
دوشنبې,X,other
په,PRT,particle
ورځ,NOUN,noun
د,X,other
ولسي,X,other
جرګې,X,other
د,X,other
جمهوریپالو,X,other
وکیلانو,X,other
یوې,X,other
ډلې,DET,determiner
ته,PRT,particle
په,PRT,particle
دې,PRON,pronoun
تړاو,PRON,pronoun
پټ,NOUN,noun
مالومات,ADJ,adjective
وړاندې,ADP,adposition
کړل,VERB,verb
.,PUNCT,punctuation
د,X,other
ولسي,X,other
او,CONJ,coordinating conjunction
مشرانو,CONJ,coordinating conjunction
جرګې,X,other
ډیموکراټو,X,other
مشرانو,X,other
پر,PRT,particle
دې,PRON,pronoun
مسله,PRON,pronoun
سخته,NOUN,noun
اندېښنه,X,other
ښودلې,NOUN,noun
او,CONJ,coordinating conjunction
د,X,other
سپینې,X,other
ماڼۍ,X,other
او,CONJ,coordinating conjunction
استخباراتي,CONJ,coordinating conjunction
ادارو,X,other
د,X,other
سپیناوي,X,other
غوښتنه,NOUN,noun
یې,ADP,adposition
کړې,VERB,VERB
ده,VERB,verb
.,PUNCT,punctuation
۱۲,PUNCT,punctuation
چنګاښ,NOUN,noun
۱۳۹۹,NOUN,noun
-,PUNCT,punctuation
۲,PUNCT,punctuation
جولاې,X,other
افغانستان,NOUN,proper noun
یو,DET,determiner
تر,ADP,adposition
ټولو,ADV,adverb
لوی,X,other
او,CONJ,coordinating conjunction
مهم,CONJ,coordinating conjunction
سیاسي,ADJ,adjective
ګوند,NOUN,noun
جمعیت,NOUN,proper noun
اسلامي,X,other
کې,PRT,particle
دننه,X,other
په,PRT,particle
لوړه,X,other
کچه,NOUN,noun
جدي,ADJ,adjective
اختلافات,ADJ,adjective
رامنځته,X,other
شوي,VERB,verb
دي,VERB,verb
.,PUNCT,punctuation
داسې,PUNCT,punctuation
ښکاري,X,other
چې,PRT,particle
د,X,other
یاد,X,other
ګوند,NOUN,noun
مشر,NOUN,noun
صلاح,ADJ,adjective
الدین,X,other
رباني,X,other
او,CONJ,coordinating conjunction
د,X,other
ګوند,NOUN,noun
اجرائیه,NOUN,noun
رئیس,NOUN,noun
عطا,NOUN,proper noun
محمد,NOUN,proper noun
نور,NOUN,noun
د,X,other
یو,DET,determiner
بل,CONJ,coordinating conjunction
پر,PRT,particle
ضد,ADV,adverb
دریځونه,ADJ,adjective
نیولي,X,other
او,CONJ,coordinating conjunction
اعلامیې,CONJ,coordinating conjunction
یې,ADP,adposition
خپرې,VERB,VERB
کړې,X,other
دي,VERB,verb
.,PUNCT,punctuation
پرون,PUNCT,punctuation
چارشنبه,X,other
ښاغلي,NOUN,noun
نور,X,other
پر,PRT,particle
خپله,X,other
فېسبوکپاڼه,X,other
د,X,other
ګوند,NOUN,noun
مشرتابه,NOUN,noun
پلاوي,X,other
د,X,other
غونډې,X,other
اعلان,NOUN,noun
کړی,VERB,verb
و,CONJ,coordinating conjunction
.,PUNCT,punctuation
له,PRT,particle
دې,PRON,pronoun
غونډې,PRON,pronoun
وروسته,X,other
د,X,other
ښاغلي,NOUN,noun
نور,X,other
په,PRT,particle
مشرۍ,X,other
د,X,other
ګوند,NOUN,noun
مشرتابه,NOUN,noun
پلاوي,X,other
یو,DET,determiner
شمېر,NOUN,noun
غړو,NOUN,noun
ویلي,VERB,verb
،,PUNCT,punctuation
صلاح,X,other
الدین,X,other
رباني,X,other
یې,ADP,adposition
د,X,other
جمعیت,NOUN,proper noun
اسلامي,X,other
ګوند,NOUN,noun
له,PRT,particle
مشرۍ,X,other
لېرې,X,other
کړی,VERB,verb
دی,VERB,verb
.,PUNCT,punctuation
خو,CONJ,coordinating conjunction
د,X,other
ګوند,NOUN,noun
مشر,NOUN,noun
صلاح,ADJ,adjective
الدین,X,other
رباني,X,other
نن,ADV,adverb
پنجشنبه,X,other
پر,PRT,particle
خپله,X,other
فېسبوکپاڼه,X,other
د,X,other
جمعیت,NOUN,proper noun
ګوند,NOUN,noun
مشرتابه,NOUN,noun
پلاوي,X,other
یو,DET,determiner
شمېر,NOUN,noun
غړي,NOUN,noun
چې,PRT,particle
په,PRT,particle
پرونۍ,X,other
غونډه,X,other
کې,PRT,particle
یې,ADP,adposition
ګډون,VERB,VERB
کړی,VERB,verb
و,CONJ,coordinating conjunction
،,PUNCT,punctuation
د,X,other
',X,other
ګوند,NOUN,noun
له,PRT,particle
نوم,X,other
او,CONJ,coordinating conjunction
نښانه,CONJ,coordinating conjunction
په,PRT,particle
ناوړه,X,other
ګټه,NOUN,noun
اخیستو,ADJ,adjective
',X,other
تورن,VERB,verb
کړي,VERB,verb
او,CONJ,coordinating conjunction
د,X,other
هغوی,PRON,pronoun
ګوندي,X,other
غړیتوب,ADJ,adjective
یې,ADP,adposition
ځنډولی,VERB,VERB
دی,VERB,verb
.,PUNCT,punctuation
ښاغلی,PUNCT,punctuation
رباني,ADJ,adjective
وايي,VERB,verb
،,PUNCT,punctuation
د,X,other
عطامحمد,X,other
نور,X,other
،,PUNCT,punctuation
محمد,NOUN,proper noun
یونس,NOUN,noun
قانوني,X,other
،,PUNCT,punctuation
کلیم,X,other
الله,NOUN,proper noun
نقیبي,NOUN,proper noun
،,PUNCT,punctuation
عبدالحفیظ,X,other
منصور,X,other
،,PUNCT,punctuation
عبدالشکور,X,other
واقف,X,other
حکیمي,ADJ,adjective
،,PUNCT,punctuation
سید,X,other
عنایت,X,other
الله,NOUN,proper noun
شاداب,NOUN,proper noun
او,CONJ,coordinating conjunction
عبدالستار,CONJ,coordinating conjunction
مراد,X,other
غړیتوب,NOUN,noun
یې,ADP,adposition
ځنډولی,VERB,VERB
دی,VERB,verb
.,PUNCT,punctuation
نوموړی,PUNCT,punctuation
زیاتوي,ADJ,adjective
د,X,other
ګوند,NOUN,noun
د,X,other
عمومي,X,other
غونډې,ADJ,adjective
یا,CONJ,coordinating conjunction
کنګرې,CONJ,coordinating conjunction
رابللو,X,other
لپاره,X,other
به,PRT,particle
ډېر,ADJ,adjective
ژر,X,other
',X,other
د,X,other
ګوند,NOUN,noun
له,PRT,particle
مرامنامې,X,other
او,CONJ,coordinating conjunction
اساسنامې,CONJ,coordinating conjunction
سره,ADP,adposition
سم,X,other
په,PRT,particle
اصولي,X,other
توګه,X,other
',NOUN,noun
یوه,DET,determiner
کمېټه,DET,determiner
وګوماري,X,other
.,PUNCT,punctuation
د,X,other
چارشنبې,X,other
غونډه,X,other
کې,PRT,particle
څه,X,other
پېښ,X,other
شول,NOUN,noun
؟,X,other
پرون,X,other
چارشنبه,X,other
د,X,other
جمعیت,NOUN,proper noun
اسلامي,X,other
ګوند,NOUN,noun
غونډه,NOUN,noun
کې,PRT,particle
پرېکړه,X,other
شوې,VERB,verb
چې,PRT,particle
د,X,other
ګوند,NOUN,noun
عمومي,NOUN,noun
غونډې,ADJ,adjective
د,X,other
رابللو,X,other
تر,ADP,adposition
مهاله,X,other
به,PRT,particle
د,X,other
رهبري,X,other
شورا,NOUN,noun
غړی,NOUN,noun
او,CONJ,coordinating conjunction
د,X,other
ګوند,NOUN,noun
له,PRT,particle
موسسانو,X,other
یو,DET,determiner
سید,X,other
عنایت,X,other
الله,NOUN,proper noun
شاداب,NOUN,proper noun
د,X,other
رهبري,X,other
شورا,NOUN,noun
د,X,other
غونډو,X,other
مشري,ADJ,adjective
کوي,VERB,verb
او,CONJ,coordinating conjunction
د,X,other
عمومي,X,other
غونډې,ADJ,adjective
زمینه,X,other
به,PRT,particle
برابروي,PRT,particle
.,PUNCT,punctuation
د,X,other
محمد,NOUN,proper noun
یونس,NOUN,noun
قانوني,X,other
،,PUNCT,punctuation
محمد,NOUN,proper noun
اسماعیل,NOUN,noun
خان,X,other
او,CONJ,coordinating conjunction
بسم,CONJ,coordinating conjunction
الله,NOUN,proper noun
